country_code,country_name,year,capitalism_type,region,development_level,size_category,gdp,gdp_growth,gdp_per_capita,unemployment_rate,inflation_rate,population,wage_share,gini_coefficient,gov_spending_gdp,gov_debt_gdp,private_debt_gdp,financial_development_index,trade_openness,current_account_gdp,fdi_inflows_gdp,union_density,employment_protection,crisis_year
AUT,Austria,2012,CME,Europe,Advanced,Small,826.27,2.96,4.18,5.75,3.82,197.55,63.72,0.315,45.92,49.14,135.38,0.778,79.49,0.79,1.77,53.8,2.5,0
AUT,Austria,2013,CME,Europe,Advanced,Small,855.34,3.52,4.31,6.1,1.65,198.54,63.96,0.317,40.51,47.65,124.21,0.745,79.19,3.83,1.39,49.68,2.54,0
AUT,Austria,2014,CME,Europe,Advanced,Small,885.38,3.51,4.44,6.59,2.93,199.53,64.84,0.306,43.33,46.22,128.19,0.784,79.7,1.1,0.5,51.9,2.7,0
AUT,Austria,2015,CME,Europe,Advanced,Small,908.88,2.65,4.53,7.17,1.28,200.53,62.36,0.318,43.84,45.67,115.1,0.894,74.68,3.05,1.2,51.23,2.51,0
AUT,Austria,2016,CME,Europe,Advanced,Small,938.27,3.23,4.66,5.76,0.29,201.53,60.41,0.314,46.32,44.57,132.66,0.816,66.12,1.46,1.29,49.16,2.46,0
AUT,Austria,2017,CME,Europe,Advanced,Small,962.1,2.54,4.75,6.13,1.95,202.54,63.46,0.311,42.04,44.17,122.67,0.805,73.19,2.02,-0.72,51.75,2.57,0
AUT,Austria,2018,CME,Europe,Advanced,Small,969.54,0.77,4.76,6.63,2.8,203.55,63.98,0.321,48.09,45.44,126.89,0.818,81.25,1.31,1.93,48.4,2.3,0
AUT,Austria,2019,CME,Europe,Advanced,Small,1008.27,4.0,4.93,5.51,5.62,204.57,65.28,0.351,45.19,43.63,133.22,0.742,81.21,2.59,3.67,49.36,2.87,0
AUT,Austria,2020,CME,Europe,Advanced,Small,1027.83,1.94,5.0,6.63,4.2,205.59,65.15,0.325,42.7,43.81,138.25,0.947,92.73,1.22,1.65,47.23,2.74,0
AUT,Austria,2021,CME,Europe,Advanced,Small,1075.0,4.59,5.2,4.82,2.7,206.62,66.2,0.316,46.04,41.51,142.22,0.971,78.42,3.78,1.11,51.73,1.94,0
AUT,Austria,2022,CME,Europe,Advanced,Small,1097.37,2.08,5.28,6.97,4.94,207.66,64.91,0.323,44.37,41.6,130.9,0.889,75.24,2.07,1.41,50.87,2.55,0
AUT,Austria,2023,CME,Europe,Advanced,Small,1130.55,3.02,5.42,6.36,0.37,208.69,61.32,0.33,46.83,40.83,128.84,0.879,79.34,3.78,2.11,48.46,2.7,0
AUT,Austria,2024,CME,Europe,Advanced,Small,1141.55,0.97,5.44,6.48,1.96,209.74,62.11,0.308,49.06,41.95,132.05,0.853,79.8,0.91,-1.32,51.55,2.32,0
DNK,Denmark,1970,CME,Europe,Advanced,Small,556.36,1.37,2.0,5.77,2.46,278.18,67.52,0.265,46.94,41.75,73.36,0.473,79.69,7.56,0.89,57.52,2.22,0
DNK,Denmark,1971,CME,Europe,Advanced,Small,567.27,1.96,2.03,5.01,4.22,279.57,70.6,0.275,42.24,41.95,83.54,0.503,81.74,3.3,2.98,58.9,2.02,0
DNK,Denmark,1972,CME,Europe,Advanced,Small,585.37,3.19,2.08,6.31,2.63,280.97,71.55,0.297,46.07,41.01,85.55,0.538,77.36,1.22,2.8,61.65,2.25,0
DNK,Denmark,1973,CME,Europe,Advanced,Small,604.22,3.22,2.14,5.59,2.63,282.37,69.6,0.284,42.21,40.08,96.17,0.621,89.31,0.05,0.92,59.42,2.57,0
DNK,Denmark,1974,CME,Europe,Advanced,Small,630.16,4.29,2.22,4.93,4.05,283.79,66.51,0.287,47.81,38.22,90.32,0.513,75.71,6.44,0.13,60.89,2.54,0
DNK,Denmark,1975,CME,Europe,Advanced,Small,632.95,0.44,2.22,6.17,2.48,285.2,64.5,0.297,40.45,39.82,103.71,0.593,74.26,4.95,-0.64,61.91,2.41,0
DNK,Denmark,1976,CME,Europe,Advanced,Small,642.69,1.54,2.24,4.93,0.55,286.63,65.77,0.298,46.45,40.44,86.74,0.635,85.91,-2.17,2.24,55.82,2.07,0
DNK,Denmark,1977,CME,Europe,Advanced,Small,656.51,2.15,2.28,5.62,1.66,288.06,67.16,0.297,41.79,40.5,90.17,0.547,71.04,2.05,1.39,57.99,2.67,0
DNK,Denmark,1978,CME,Europe,Advanced,Small,667.98,1.75,2.31,5.15,3.27,289.5,67.06,0.277,45.88,40.92,86.17,0.699,83.21,3.33,2.15,58.82,2.91,0
DNK,Denmark,1979,CME,Europe,Advanced,Small,685.02,2.55,2.35,5.59,3.03,290.95,66.67,0.301,42.31,40.6,86.94,0.562,85.81,3.8,1.73,58.18,2.26,0
DNK,Denmark,1980,CME,Europe,Advanced,Small,704.96,2.91,2.41,5.25,2.0,292.41,67.9,0.291,44.1,39.96,91.99,0.567,77.79,4.94,1.59,55.11,2.24,0
DNK,Denmark,1981,CME,Europe,Advanced,Small,695.86,-1.29,2.37,6.77,2.78,293.87,65.1,0.279,46.52,48.12,98.36,0.627,79.84,4.4,2.43,58.83,2.32,1
DNK,Denmark,1982,CME,Europe,Advanced,Small,718.56,3.26,2.43,5.31,2.33,295.34,66.35,0.317,47.84,46.92,103.46,0.652,78.84,0.93,0.44,55.17,1.95,0
DNK,Denmark,1983,CME,Europe,Advanced,Small,721.75,0.44,2.43,6.52,1.19,296.81,64.12,0.305,45.21,48.49,106.9,0.699,78.5,-0.99,0.88,53.57,1.93,0
DNK,Denmark,1984,CME,Europe,Advanced,Small,722.98,0.17,2.42,6.63,2.08,298.3,61.39,0.309,45.37,50.32,117.11,0.63,83.21,5.85,1.57,53.9,2.53,0
DNK,Denmark,1985,CME,Europe,Advanced,Small,725.6,0.36,2.42,6.97,3.2,299.79,63.57,0.306,42.49,51.96,117.44,0.527,80.64,4.66,0.64,56.4,2.67,0
DNK,Denmark,1986,CME,Europe,Advanced,Small,742.29,2.3,2.46,5.07,5.06,301.29,65.63,0.322,47.09,51.61,120.74,0.645,77.04,3.14,0.03,57.13,2.84,0
DNK,Denmark,1987,CME,Europe,Advanced,Small,770.79,3.84,2.55,5.5,2.61,302.8,66.3,0.299,45.77,49.71,121.68,0.701,73.85,0.55,2.94,53.81,2.87,0
DNK,Denmark,1988,CME,Europe,Advanced,Small,760.52,-1.33,2.5,6.66,3.72,304.31,67.92,0.303,44.23,58.04,111.12,0.77,84.12,0.5,1.9,56.33,2.23,1
DNK,Denmark,1989,CME,Europe,Advanced,Small,775.08,1.91,2.53,5.24,4.36,305.83,66.21,0.333,41.32,57.97,107.45,0.635,88.84,6.31,1.55,55.17,1.67,0
DNK,Denmark,1990,CME,Europe,Advanced,Small,782.85,1.0,2.55,5.95,1.61,307.36,64.74,0.304,49.14,58.89,106.87,0.764,72.51,3.16,1.12,53.21,2.54,0
DNK,Denmark,1991,CME,Europe,Advanced,Small,786.0,0.4,2.54,5.38,2.97,308.9,62.25,0.322,45.14,60.45,104.1,0.704,78.13,1.57,0.37,54.62,2.23,0
DNK,Denmark,1992,CME,Europe,Advanced,Small,782.86,-0.4,2.52,6.22,2.64,310.44,63.17,0.312,44.35,62.89,112.09,0.662,70.31,1.93,1.32,55.06,3.22,0
DNK,Denmark,1993,CME,Europe,Advanced,Small,797.74,1.9,2.56,6.07,3.45,311.99,63.45,0.307,46.94,62.75,109.74,0.666,89.09,2.73,2.92,55.93,1.76,0
DNK,Denmark,1994,CME,Europe,Advanced,Small,833.49,4.48,2.66,5.4,4.11,313.55,64.84,0.334,45.59,59.69,121.72,0.645,78.29,2.42,0.97,53.2,3.13,0
DNK,Denmark,1995,CME,Europe,Advanced,Small,850.69,2.06,2.7,6.39,4.97,315.12,64.79,0.32,45.24,59.43,121.79,0.797,79.6,2.92,2.02,54.52,2.51,0
DNK,Denmark,1996,CME,Europe,Advanced,Small,877.45,3.15,2.77,5.56,1.95,316.7,65.55,0.315,42.27,57.99,129.56,0.686,80.83,-1.43,2.05,53.75,2.22,0
DNK,Denmark,1997,CME,Europe,Advanced,Small,902.64,2.87,2.84,4.73,1.28,318.28,64.85,0.318,43.49,56.89,129.14,0.7,80.12,1.2,0.6,56.63,2.35,0
DNK,Denmark,1998,CME,Europe,Advanced,Small,930.87,3.13,2.91,5.21,2.08,319.87,63.81,0.314,46.75,55.55,132.07,0.755,80.79,7.05,2.26,51.94,2.57,0
DNK,Denmark,1999,CME,Europe,Advanced,Small,957.55,2.87,2.98,5.92,2.78,321.47,61.7,0.328,43.4,54.52,128.83,0.773,81.82,0.22,1.08,53.97,2.47,0
DNK,Denmark,2000,CME,Europe,Advanced,Small,971.68,1.48,3.01,6.21,3.91,323.08,62.16,0.312,44.23,54.98,117.39,0.657,82.77,3.39,1.63,51.78,1.87,0
DNK,Denmark,2001,CME,Europe,Advanced,Small,988.39,1.72,3.04,6.75,0.98,324.69,62.05,0.311,46.2,55.17,116.02,0.763,72.94,1.72,2.22,54.92,2.75,0
DNK,Denmark,2002,CME,Europe,Advanced,Small,1018.29,3.02,3.12,4.75,1.01,326.32,64.09,0.307,41.32,53.99,115.86,0.76,74.15,0.9,0.1,53.35,2.31,0
DNK,Denmark,2003,CME,Europe,Advanced,Small,1051.35,3.25,3.21,4.96,3.72,327.95,67.53,0.323,46.9,52.61,120.03,0.86,74.11,2.96,2.55,52.25,2.64,0
DNK,Denmark,2004,CME,Europe,Advanced,Small,1085.75,3.27,3.29,5.1,1.99,329.59,63.67,0.307,45.85,51.26,112.93,0.813,84.12,2.73,0.01,52.91,2.53,0
DNK,Denmark,2005,CME,Europe,Advanced,Small,1119.27,3.09,3.38,5.89,2.75,331.24,65.7,0.332,47.03,50.13,119.88,0.808,77.74,3.7,0.33,51.94,2.02,0
DNK,Denmark,2006,CME,Europe,Advanced,Small,1146.1,2.4,3.44,5.55,0.07,332.89,65.71,0.326,42.75,49.73,122.03,0.789,79.33,0.58,1.6,52.26,2.51,0
DNK,Denmark,2007,CME,Europe,Advanced,Small,1169.36,2.03,3.5,5.79,2.39,334.56,61.1,0.303,46.88,49.71,128.51,0.768,85.12,-1.16,2.4,49.49,2.49,0
DNK,Denmark,2008,CME,Europe,Advanced,Small,1187.71,1.57,3.53,5.86,3.37,336.23,60.67,0.294,45.16,50.14,141.35,0.764,74.71,2.45,0.29,54.49,2.78,0
DNK,Denmark,2009,CME,Europe,Advanced,Small,1221.09,2.81,3.61,4.65,1.04,337.91,63.39,0.321,43.25,49.33,135.2,0.961,80.1,6.12,2.65,51.47,2.46,0
DNK,Denmark,2010,CME,Europe,Advanced,Small,1255.51,2.82,3.7,6.16,3.38,339.6,62.82,0.318,46.62,48.53,136.1,0.901,79.32,4.52,1.68,51.56,1.97,0
DNK,Denmark,2011,CME,Europe,Advanced,Small,1310.09,4.35,3.84,5.18,3.35,341.3,65.02,0.324,44.93,46.24,136.76,0.74,83.99,4.42,1.86,50.05,2.74,0
DNK,Denmark,2012,CME,Europe,Advanced,Small,1336.55,2.02,3.9,5.13,2.85,343.01,65.85,0.313,42.44,46.3,119.37,0.741,76.17,-0.21,1.45,54.39,3.15,0
DNK,Denmark,2013,CME,Europe,Advanced,Small,1361.7,1.88,3.95,6.33,2.36,344.72,64.88,0.319,45.81,46.49,129.1,0.826,74.56,6.02,1.77,54.13,2.48,0
DNK,Denmark,2014,CME,Europe,Advanced,Small,1387.89,1.92,4.01,6.53,2.43,346.44,62.72,0.333,44.02,46.63,120.0,0.895,87.24,5.02,0.56,54.29,2.86,0
DNK,Denmark,2015,CME,Europe,Advanced,Small,1350.9,-2.67,3.88,6.75,2.98,348.18,61.58,0.325,43.0,56.21,120.12,0.736,71.1,0.94,1.49,49.7,2.74,1
DNK,Denmark,2016,CME,Europe,Advanced,Small,1361.48,0.78,3.89,6.32,0.41,349.92,60.94,0.313,45.72,57.38,119.8,0.792,81.76,-1.73,2.12,50.7,2.38,0
DNK,Denmark,2017,CME,Europe,Advanced,Small,1362.85,0.1,3.88,6.32,2.7,351.67,63.76,0.321,42.38,59.27,122.45,0.892,74.9,5.34,1.32,50.34,2.26,0
DNK,Denmark,2018,CME,Europe,Advanced,Small,1419.25,4.14,4.02,4.21,3.23,353.43,63.94,0.347,44.51,56.75,138.31,0.792,78.17,0.91,2.43,52.18,2.5,0
DNK,Denmark,2019,CME,Europe,Advanced,Small,1462.54,3.05,4.12,5.53,2.07,355.19,65.15,0.323,47.15,55.49,140.01,0.862,80.67,2.06,2.49,51.94,2.24,0
DNK,Denmark,2020,CME,Europe,Advanced,Small,1507.74,3.09,4.22,5.82,2.54,356.97,66.2,0.32,43.72,54.23,145.18,0.776,86.36,4.08,2.04,52.88,2.59,0
DNK,Denmark,2021,CME,Europe,Advanced,Small,1536.59,1.91,4.28,5.27,1.72,358.75,65.57,0.345,42.87,54.24,143.57,0.817,82.42,5.04,1.75,49.82,2.94,0
DNK,Denmark,2022,CME,Europe,Advanced,Small,1548.93,0.8,4.3,5.22,-0.71,360.55,62.04,0.336,44.22,55.4,147.57,0.904,80.36,0.53,1.37,52.41,2.36,0
DNK,Denmark,2023,CME,Europe,Advanced,Small,1596.35,3.06,4.41,4.78,3.1,362.35,63.46,0.35,45.2,54.17,144.93,0.832,84.77,1.3,2.32,52.6,2.58,0
DNK,Denmark,2024,CME,Europe,Advanced,Small,1625.94,1.85,4.46,5.59,4.64,364.16,59.83,0.337,41.6,54.24,133.78,0.882,78.67,4.19,0.32,51.81,2.76,0
FRA,France,1970,MME,Europe,Advanced,Large,2820.02,1.58,2.0,3.87,2.68,1410.01,54.5,0.439,29.14,50.56,79.21,0.501,32.14,-3.47,0.01,26.02,2.45,0
FRA,France,1971,MME,Europe,Advanced,Large,2855.9,1.27,2.02,5.79,3.85,1417.06,56.13,0.435,30.9,51.28,78.59,0.539,26.51,-2.26,1.92,21.97,2.16,0
FRA,France,1972,MME,Europe,Advanced,Large,2957.99,3.57,2.08,3.51,3.51,1424.14,56.09,0.451,31.53,49.66,92.04,0.551,19.78,-0.63,0.59,23.25,2.28,0
FRA,France,1973,MME,Europe,Advanced,Large,3018.44,2.04,2.11,5.14,3.42,1431.26,55.11,0.454,23.09,49.62,90.51,0.471,26.47,-7.88,1.82,23.93,2.15,0
FRA,France,1974,MME,Europe,Advanced,Large,3106.91,2.93,2.16,4.53,3.05,1438.42,54.92,0.456,30.41,48.7,96.26,0.503,23.26,1.96,3.11,22.82,2.15,0
FRA,France,1975,MME,Europe,Advanced,Large,3122.29,0.5,2.16,5.2,0.65,1445.61,54.63,0.446,31.08,50.21,95.28,0.518,29.05,1.26,1.1,24.43,2.36,0
FRA,France,1976,MME,Europe,Advanced,Large,3148.56,0.84,2.17,4.51,4.09,1452.84,52.45,0.463,29.5,51.37,89.32,0.62,24.87,-1.95,1.93,19.11,2.37,0
FRA,France,1977,MME,Europe,Advanced,Large,3160.12,0.37,2.16,5.05,2.02,1460.1,51.95,0.458,31.47,53.0,85.79,0.606,39.73,-3.72,1.7,24.35,2.1,0
FRA,France,1978,MME,Europe,Advanced,Large,3269.45,3.46,2.23,3.68,2.2,1467.41,55.83,0.442,25.99,51.44,85.92,0.602,26.91,-2.8,0.03,23.27,2.35,0
FRA,France,1979,MME,Europe,Advanced,Large,3355.63,2.64,2.28,3.66,3.26,1474.74,54.08,0.457,28.4,50.76,85.66,0.669,27.87,-3.06,2.24,21.27,2.65,0
FRA,France,1980,MME,Europe,Advanced,Large,3441.56,2.56,2.32,4.21,3.91,1482.12,57.19,0.474,24.74,50.18,85.42,0.572,23.15,1.63,1.52,20.22,1.76,0
FRA,France,1981,MME,Europe,Advanced,Large,3537.58,2.79,2.37,3.39,4.23,1489.53,54.25,0.47,28.99,49.39,96.3,0.615,27.56,-5.69,0.92,22.52,3.02,0
FRA,France,1982,MME,Europe,Advanced,Large,3607.58,1.98,2.41,3.91,0.18,1496.97,53.28,0.477,32.35,49.42,99.89,0.601,19.4,-4.74,1.77,16.65,2.68,0
FRA,France,1983,MME,Europe,Advanced,Large,3633.69,0.72,2.42,4.28,2.46,1504.46,51.11,0.472,27.61,50.7,112.34,0.64,35.03,-0.1,0.56,15.74,2.86,0
FRA,France,1984,MME,Europe,Advanced,Large,3530.08,-2.85,2.33,6.4,1.85,1511.98,50.76,0.46,26.62,60.57,109.47,0.567,16.62,3.06,2.98,16.4,2.38,1
FRA,France,1985,MME,Europe,Advanced,Large,3595.69,1.86,2.37,4.25,3.07,1519.54,49.81,0.454,29.03,60.52,113.27,0.667,29.14,2.32,0.63,17.89,1.99,0
FRA,France,1986,MME,Europe,Advanced,Large,3714.52,3.3,2.43,3.56,3.95,1527.14,51.82,0.465,33.61,58.86,120.69,0.71,26.74,1.53,1.44,16.5,2.46,0
FRA,France,1987,MME,Europe,Advanced,Large,3747.52,0.89,2.44,5.1,3.23,1534.77,53.74,0.482,32.46,59.9,112.0,0.678,37.26,-2.13,-0.03,16.67,2.28,0
FRA,France,1988,MME,Europe,Advanced,Large,3942.54,5.2,2.56,3.34,2.57,1542.45,52.86,0.468,27.43,56.18,115.9,0.715,35.43,0.04,0.51,15.73,2.65,0
FRA,France,1989,MME,Europe,Advanced,Large,4073.94,3.33,2.63,3.85,4.02,1550.16,52.89,0.49,32.4,54.64,103.39,0.658,26.96,-1.04,1.92,17.74,2.55,0
FRA,France,1990,MME,Europe,Advanced,Large,4121.16,1.16,2.65,4.52,2.01,1557.91,53.33,0.497,35.64,55.43,106.54,0.667,35.23,1.14,4.87,18.22,2.71,0
FRA,France,1991,MME,Europe,Advanced,Large,4132.83,0.28,2.64,4.8,-0.32,1565.7,50.48,0.484,26.6,57.13,104.02,0.82,31.09,4.31,1.92,19.56,2.52,0
FRA,France,1992,MME,Europe,Advanced,Large,4166.55,0.82,2.65,5.15,2.09,1573.53,49.13,0.48,28.87,58.25,101.29,0.702,33.87,-3.39,1.01,17.11,2.73,0
FRA,France,1993,MME,Europe,Advanced,Large,4244.97,1.88,2.68,3.97,3.19,1581.4,50.92,0.469,33.38,58.22,116.99,0.579,31.97,-2.42,0.38,17.97,2.23,0
FRA,France,1994,MME,Europe,Advanced,Large,4300.7,1.31,2.71,4.2,3.55,1589.3,53.44,0.48,28.68,58.8,119.64,0.618,36.55,-10.0,1.52,16.25,2.3,0
FRA,France,1995,MME,Europe,Advanced,Large,4430.1,3.01,2.77,4.37,2.96,1597.25,54.95,0.48,29.27,57.52,119.81,0.772,30.74,-0.37,1.07,13.36,2.71,0
FRA,France,1996,MME,Europe,Advanced,Large,4553.37,2.78,2.84,4.75,2.16,1605.24,54.17,0.478,27.35,56.53,115.57,0.766,34.6,-4.68,2.08,14.03,3.01,0
FRA,France,1997,MME,Europe,Advanced,Large,4621.81,1.5,2.86,4.38,3.49,1613.26,52.73,0.489,28.49,56.93,132.49,0.729,24.02,2.39,-0.21,11.48,2.68,0
FRA,France,1998,MME,Europe,Advanced,Large,4644.64,0.49,2.86,4.88,4.69,1621.33,51.95,0.474,27.34,58.4,128.56,0.732,26.32,-6.04,1.01,15.12,2.41,0
FRA,France,1999,MME,Europe,Advanced,Large,4711.22,1.43,2.89,5.04,2.28,1629.44,50.33,0.48,30.38,58.85,123.97,0.736,32.05,-7.9,0.64,10.05,2.8,0
FRA,France,2000,MME,Europe,Advanced,Large,4770.35,1.26,2.91,6.02,3.18,1637.58,50.1,0.493,32.9,59.48,128.28,0.811,31.35,0.08,1.84,14.53,2.24,0
FRA,France,2001,MME,Europe,Advanced,Large,4919.51,3.13,2.99,4.31,1.22,1645.77,49.42,0.495,29.86,58.06,117.42,0.751,32.43,-4.53,1.4,14.83,2.19,0
FRA,France,2002,MME,Europe,Advanced,Large,4966.18,0.95,3.0,3.96,4.32,1654.0,50.29,0.479,34.62,59.03,114.56,0.798,30.72,1.35,0.77,13.2,2.24,0
FRA,France,2003,MME,Europe,Advanced,Large,5212.37,4.96,3.14,3.98,2.36,1662.27,52.07,0.506,35.2,55.63,122.26,0.795,35.17,-7.25,1.43,16.26,2.22,0
FRA,France,2004,MME,Europe,Advanced,Large,5350.84,2.66,3.2,4.27,1.5,1670.58,53.94,0.484,34.84,54.82,119.38,0.765,21.26,-5.25,2.27,11.75,2.58,0
FRA,France,2005,MME,Europe,Advanced,Large,5403.35,0.98,3.22,4.11,2.43,1678.93,50.95,0.497,27.95,55.79,126.17,0.754,27.84,-6.05,2.08,12.91,2.56,0
FRA,France,2006,MME,Europe,Advanced,Large,5565.5,3.0,3.3,4.56,3.23,1687.33,51.59,0.494,31.22,54.62,128.29,0.754,26.73,1.5,0.03,9.9,2.98,0
FRA,France,2007,MME,Europe,Advanced,Large,5725.61,2.88,3.38,2.84,1.89,1695.77,48.09,0.498,23.5,53.61,140.37,0.73,31.43,-4.21,-0.48,13.45,2.62,0
FRA,France,2008,MME,Europe,Advanced,Large,5764.97,0.69,3.38,4.63,1.53,1704.24,48.65,0.477,37.49,54.9,136.94,0.796,28.64,-2.77,1.5,16.27,2.5,0
FRA,France,2009,MME,Europe,Advanced,Large,5875.28,1.91,3.43,5.08,1.67,1712.77,49.85,0.479,28.88,54.89,134.87,0.762,24.37,-6.25,1.37,15.91,2.94,0
FRA,France,2010,MME,Europe,Advanced,Large,6038.38,2.78,3.51,4.25,2.66,1721.33,49.24,0.509,26.65,53.98,136.05,0.843,35.48,-2.69,-0.46,12.59,3.24,0
FRA,France,2011,MME,Europe,Advanced,Large,6195.83,2.61,3.58,4.22,4.52,1729.94,51.63,0.487,32.28,53.27,141.49,0.847,30.08,3.1,2.37,11.63,2.4,0
FRA,France,2012,MME,Europe,Advanced,Large,6410.77,3.47,3.69,3.72,3.78,1738.59,50.75,0.489,29.55,51.68,123.18,0.862,25.18,-1.81,2.34,14.0,2.7,0
FRA,France,2013,MME,Europe,Advanced,Large,6601.61,2.98,3.78,4.42,3.8,1747.28,52.3,0.489,34.2,50.66,134.17,0.694,22.79,-1.61,3.23,13.57,1.74,0
FRA,France,2014,MME,Europe,Advanced,Large,6715.49,1.73,3.82,5.93,2.2,1756.02,50.32,0.486,23.77,50.92,119.92,0.793,32.0,-3.15,0.57,13.18,2.28,0
FRA,France,2015,MME,Europe,Advanced,Large,6992.08,4.12,3.96,3.99,1.98,1764.8,48.25,0.488,28.25,48.76,121.82,0.848,25.25,2.72,-0.45,14.4,2.62,0
FRA,France,2016,MME,Europe,Advanced,Large,7046.97,0.79,3.97,5.49,0.57,1773.62,47.34,0.48,32.19,49.99,116.58,0.773,24.79,-8.01,3.04,11.51,2.71,0
FRA,France,2017,MME,Europe,Advanced,Large,7113.26,0.94,3.99,5.39,3.18,1782.49,48.83,0.484,28.81,51.05,123.01,0.838,31.05,-1.11,3.16,15.38,2.61,0
FRA,France,2018,MME,Europe,Advanced,Large,7283.24,2.39,4.07,4.98,1.76,1791.4,48.74,0.511,27.09,50.63,130.3,0.806,29.42,-1.25,1.0,9.61,2.96,0
FRA,France,2019,MME,Europe,Advanced,Large,7411.75,1.76,4.12,5.43,3.67,1800.36,52.1,0.517,36.13,50.86,141.7,0.83,41.06,-5.34,1.25,11.98,2.87,0
FRA,France,2020,MME,Europe,Advanced,Large,7403.34,-0.11,4.09,5.33,4.38,1809.36,53.5,0.494,27.28,57.97,146.27,0.843,33.15,-0.82,3.22,16.7,2.62,1
FRA,France,2021,MME,Europe,Advanced,Large,7644.03,3.25,4.2,4.0,2.07,1818.41,51.88,0.487,28.67,56.46,146.73,0.804,31.5,-0.95,0.53,11.41,2.43,0
FRA,France,2022,MME,Europe,Advanced,Large,7741.5,1.28,4.24,4.46,1.6,1827.5,48.08,0.488,31.48,57.1,134.33,0.889,29.06,-5.07,1.83,10.94,2.65,0
FRA,France,2023,MME,Europe,Advanced,Large,7765.76,0.31,4.23,4.98,2.8,1836.63,47.96,0.507,29.51,58.77,145.81,0.853,33.67,1.75,2.34,12.89,2.62,0
FRA,France,2024,MME,Europe,Advanced,Large,7784.38,0.24,4.22,5.51,1.79,1845.82,48.5,0.501,31.87,60.51,125.82,0.843,27.47,-3.37,1.0,13.95,2.66,0
ITA,Italy,1970,MME,Europe,Advanced,Medium,855.55,1.59,2.0,8.82,2.73,427.78,54.68,0.456,31.82,68.34,71.44,0.516,57.15,-2.21,2.64,26.93,2.55,0
ITA,Italy,1971,MME,Europe,Advanced,Medium,865.1,1.12,2.01,8.51,3.93,429.92,56.2,0.461,35.6,69.02,91.22,0.509,46.39,-0.11,1.52,22.28,2.0,0
ITA,Italy,1972,MME,Europe,Advanced,Medium,908.11,4.97,2.1,6.34,2.23,432.07,56.61,0.453,29.54,65.1,81.47,0.515,45.95,-3.73,0.35,22.85,2.64,0
ITA,Italy,1973,MME,Europe,Advanced,Medium,951.77,4.81,2.19,7.33,4.15,434.23,55.22,0.459,31.16,61.57,97.13,0.48,52.41,-4.6,0.79,25.29,2.59,0
ITA,Italy,1974,MME,Europe,Advanced,Medium,974.05,2.34,2.23,7.98,2.32,436.4,55.02,0.452,24.52,60.96,92.17,0.615,47.38,-7.46,3.02,19.24,2.29,0
ITA,Italy,1975,MME,Europe,Advanced,Medium,987.76,1.41,2.25,8.23,1.53,438.58,52.08,0.467,30.04,61.39,102.26,0.759,55.23,-2.94,1.18,21.8,2.27,0
ITA,Italy,1976,MME,Europe,Advanced,Medium,1002.39,1.48,2.27,8.27,2.82,440.77,51.68,0.448,27.8,61.75,89.1,0.576,50.71,-1.23,1.61,19.13,2.09,0
ITA,Italy,1977,MME,Europe,Advanced,Medium,1023.63,2.12,2.31,7.9,0.7,442.98,52.17,0.469,28.19,61.38,99.47,0.567,52.25,-5.33,2.86,23.31,2.32,0
ITA,Italy,1978,MME,Europe,Advanced,Medium,1000.73,-2.24,2.25,9.67,0.62,445.19,54.17,0.465,31.87,70.87,89.28,0.557,50.68,-1.52,0.72,16.88,2.78,1
ITA,Italy,1979,MME,Europe,Advanced,Medium,1030.62,2.99,2.3,8.06,4.44,447.42,56.16,0.452,33.84,69.26,87.01,0.519,53.82,-5.28,1.05,20.66,2.5,0
ITA,Italy,1980,MME,Europe,Advanced,Medium,1057.85,2.64,2.35,8.7,3.67,449.65,55.75,0.469,29.74,68.11,100.82,0.612,53.15,-1.68,1.55,20.88,2.91,0
ITA,Italy,1981,MME,Europe,Advanced,Medium,1084.41,2.51,2.4,7.34,3.28,451.9,53.95,0.472,35.82,67.14,105.54,0.515,50.42,0.52,3.29,17.63,2.78,0
ITA,Italy,1982,MME,Europe,Advanced,Medium,1103.35,1.75,2.43,7.77,3.01,454.16,53.17,0.465,28.78,67.1,94.93,0.575,47.75,-3.62,1.99,16.67,2.27,0
ITA,Italy,1983,MME,Europe,Advanced,Medium,1119.73,1.49,2.45,8.93,2.35,456.43,51.53,0.477,27.97,67.36,107.92,0.61,48.93,0.07,-0.11,17.9,2.4,0
ITA,Italy,1984,MME,Europe,Advanced,Medium,1132.83,1.17,2.47,8.65,2.56,458.71,52.28,0.487,32.79,67.99,118.96,0.608,51.36,-0.53,1.05,17.43,2.97,0
ITA,Italy,1985,MME,Europe,Advanced,Medium,1155.07,1.96,2.51,7.46,0.8,461.01,50.75,0.474,32.07,67.67,114.91,0.651,48.26,-3.1,1.32,17.59,2.33,0
ITA,Italy,1986,MME,Europe,Advanced,Medium,1159.89,0.42,2.5,7.96,2.69,463.31,51.95,0.465,30.61,69.18,119.97,0.716,51.24,2.18,0.82,18.49,2.48,0
ITA,Italy,1987,MME,Europe,Advanced,Medium,1205.15,3.9,2.59,7.84,2.43,465.63,54.89,0.471,33.27,66.53,116.1,0.687,50.54,1.65,0.73,17.32,2.74,0
ITA,Italy,1988,MME,Europe,Advanced,Medium,1245.8,3.37,2.66,7.77,2.23,467.96,53.41,0.466,26.87,64.6,110.62,0.692,55.59,-7.08,0.72,20.24,2.36,0
